id,status,origin,area,concept_id,daily_id,type,difficulty,question,option1,option2,option3,option4,answer,step1_core,step2_detail,step3_trap,option_reason1,option_reason2,option_reason3,option_reason4,source_refs,memory_hook,legacy_daily_id,active_daily_id,learning_pool,fact_id
QRC2-106,RELEASE_READY_V09,SOURCE_REDESIGN_V09,건전성·경영실태평가,PRU-06,D44,비율형,2,적기시정조치 시 업무추진비 집행 제한 범위는 편성예산의?,70~90% 이내,20~40% 이내,100% 이내,50~70% 이내,4,정답: 50~70% 이내,"새마을금고 감독기준 시행세칙 [별표 10] 적기시정조치(요구,명령)시 포함시켜야할 이행사항 기준: 업무추진비는 편성예산의 50%~70% 이내로 집행을 제한합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,오답: 공식자료의 기준은 「50~70% 이내」입니다.,오답: 공식자료의 기준은 「50~70% 이내」입니다.,오답: 공식자료의 기준은 「50~70% 이내」입니다.,정답: 업무추진비는 편성예산의 50%~70% 이내로 집행을 제한합니다.,"새마을금고 감독기준 시행세칙 [별표 10] 적기시정조치(요구,명령)시 포함시켜야할 이행사항",50~70% 이내,D44,D04,QUICK,
QRC2-107,RELEASE_READY_V09,SOURCE_REDESIGN_V09,여유자금·유가증권·리스크,INV-02,D48,주체형,2,여유자금 운용한도를 기본적으로 심의·의결하는 기구는?,금고 리스크관리위원회,대의원회,선거관리위원회,감사위원회,1,정답: 금고 리스크관리위원회,"새마을금고 감독기준 시행세칙 [별지 13] 여유자금 운용 한도 심의 의결서 기준: 금고 리스크관리위원회가 여유자금의 주요 운용한도를 의결하며, 위원회가 없는 금고는 이사회가 의결합니다.",문구를 길게 외우기보다 기간·비율·금액·분류기준을 짧게 구분하세요.,"정답: 금고 리스크관리위원회가 여유자금의 주요 운용한도를 의결하며, 위원회가 없는 금고는 이사회가 의결합니다.",오답: 공식자료의 기준은 「금고 리스크관리위원회」입니다.,오답: 공식자료의 기준은 「금고 리스크관리위원회」입니다.,오답: 공식자료의 기준은 「금고 리스크관리위원회」입니다.,새마을금고 감독기준 시행세칙 [별지 13] 여유자금 운용 한도 심의 의결서,금고 리스크관리위원회,D48,D02,QUICK,
QRC2-108,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-06,D62,개념형,3,유형자산의 내용연수를 늘리거나 가치를 현실적으로 증가시키는 지출은?,감가상각,자본적 지출,수익적 지출,대손상각,2,정답: 자본적 지출,회계규정 제21조 (자본적지출과 수익적지출의 구분) 기준: 내용연수 연장 또는 가치 증가 지출은 자본적 지출로 취득원가에 가산합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「자본적 지출」입니다.,정답: 내용연수 연장 또는 가치 증가 지출은 자본적 지출로 취득원가에 가산합니다.,오답: 공식자료의 기준은 「자본적 지출」입니다.,오답: 공식자료의 기준은 「자본적 지출」입니다.,회계규정 제21조 (자본적지출과 수익적지출의 구분),자본적 지출,D62,D05,QUICK,
QRC2-109,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-07,D64,기간형,3,가지급금은 원칙적으로 몇 개월 이상 보유할 수 없는가?,5개월,1개월,3개월,6개월,3,정답: 3개월,회계규정 제27조 (가지급금의 정리) 기준: 가지급금은 조속히 정당과목으로 처리하며 원칙적으로 3개월 이상 보유할 수 없습니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「3개월」입니다.,오답: 공식자료의 기준은 「3개월」입니다.,정답: 가지급금은 조속히 정당과목으로 처리하며 원칙적으로 3개월 이상 보유할 수 없습니다.,오답: 공식자료의 기준은 「3개월」입니다.,회계규정 제27조 (가지급금의 정리),3개월,D64,D05,FOCUS,
QRC2-110,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-04,D59,개념형,3,단기매매증권이나 만기보유증권으로 분류되지 않는 유가증권은?,매도가능증권,지분법적용투자주식,단기매매증권,만기보유증권,1,정답: 매도가능증권,회계업무방법 제26조 (매도가능증권의 범위) 기준: 매도가능증권은 단기매매증권이나 만기보유증권으로 분류되지 않는 유가증권입니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 매도가능증권은 단기매매증권이나 만기보유증권으로 분류되지 않는 유가증권입니다.,오답: 공식자료의 기준은 「매도가능증권」입니다.,오답: 공식자료의 기준은 「매도가능증권」입니다.,오답: 공식자료의 기준은 「매도가능증권」입니다.,회계업무방법 제26조 (매도가능증권의 범위),매도가능증권,D59,D05,FOCUS,
QRC2-111,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-04,D59,기간형,3,만기보유증권 분류제한을 판단할 때 함께 보는 직전 회계연도 수는?,1개 회계연도,3개 회계연도,5개 회계연도,2개 회계연도,4,정답: 2개 회계연도,회계업무방법 제28조 (만기보유증권 분류제한) 기준: 당 회계연도와 직전 2개 회계연도의 조기매도·중도상환·분류변경 사실을 봅니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「2개 회계연도」입니다.,오답: 공식자료의 기준은 「2개 회계연도」입니다.,오답: 공식자료의 기준은 「2개 회계연도」입니다.,정답: 당 회계연도와 직전 2개 회계연도의 조기매도·중도상환·분류변경 사실을 봅니다.,회계업무방법 제28조 (만기보유증권 분류제한),2개 회계연도,D59,D05,QUICK,
QRC2-112,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-04,D59,개념형,3,회수가능가액이 장부기준금액보다 작을 때 검토하는 회계처리는?,평가이익,감가상각비,손상차손,배당금,3,정답: 손상차손,회계업무방법 제37조 (유가증권의 손상차손) 기준: 회수가능가액이 관련 장부기준금액보다 작으면 손상차손 인식을 고려합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「손상차손」입니다.,오답: 공식자료의 기준은 「손상차손」입니다.,정답: 회수가능가액이 관련 장부기준금액보다 작으면 손상차손 인식을 고려합니다.,오답: 공식자료의 기준은 「손상차손」입니다.,회계업무방법 제37조 (유가증권의 손상차손),손상차손,D59,D05,FOCUS,
QRC2-113,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-04,D59,비율형,3,지분법에서 유의적인 영향력을 행사할 수 있다고 보는 지분율 기준은?,50% 이상,20% 이상,30% 이상,10% 이상,2,정답: 20% 이상,회계업무방법 제38조 (지분법적용투자주식) 기준: 명백한 반증이 없는 한 지분율 20% 이상이면 유의적인 영향력을 행사할 수 있다고 봅니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「20% 이상」입니다.,정답: 명백한 반증이 없는 한 지분율 20% 이상이면 유의적인 영향력을 행사할 수 있다고 봅니다.,오답: 공식자료의 기준은 「20% 이상」입니다.,오답: 공식자료의 기준은 「20% 이상」입니다.,회계업무방법 제38조 (지분법적용투자주식),20% 이상,D59,D05,FOCUS,
QRC2-114,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-06,D62,개념형,3,감가상각에서 내용연수 동안 체계적으로 배분하는 금액은?,감가상각대상금액,배당가능이익,취득세액,대손충당금,1,정답: 감가상각대상금액,회계업무방법 제51조 (감가상각) 기준: 감가상각은 감가상각대상금액을 내용연수 동안 각 회계기간에 체계적으로 배분하는 것입니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 감가상각은 감가상각대상금액을 내용연수 동안 각 회계기간에 체계적으로 배분하는 것입니다.,오답: 공식자료의 기준은 「감가상각대상금액」입니다.,오답: 공식자료의 기준은 「감가상각대상금액」입니다.,오답: 공식자료의 기준은 「감가상각대상금액」입니다.,회계업무방법 제51조 (감가상각),감가상각대상금액,D62,D05,FOCUS,
QRC2-115,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-06,D62,개념형,3,무형자산의 상각대상금액은 어떤 기간 동안 배분하는가?,보증기간,사업연도,상환기간,추정내용연수,4,정답: 추정내용연수,회계업무방법 제57조 (무형자산의 상각) 기준: 무형자산의 상각대상금액은 추정내용연수 동안 체계적으로 배분합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「추정내용연수」입니다.,오답: 공식자료의 기준은 「추정내용연수」입니다.,오답: 공식자료의 기준은 「추정내용연수」입니다.,정답: 무형자산의 상각대상금액은 추정내용연수 동안 체계적으로 배분합니다.,회계업무방법 제57조 (무형자산의 상각),추정내용연수,D62,D05,FOCUS,
QRC2-116,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-08,D66,개념형,3,고유목적사업준비금은 주로 무엇에 지출하기 위해 설정하는가?,배당금 지급,대손금 상각,고유목적사업·지정기부금,출자금 환급,3,정답: 고유목적사업·지정기부금,회계업무방법 제84조 (고유목적사업준비금) 기준: 고유목적사업준비금은 비영리내국법인이 고유목적사업 또는 지정기부금 지출을 위해 설정합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「고유목적사업·지정기부금」입니다.,오답: 공식자료의 기준은 「고유목적사업·지정기부금」입니다.,정답: 고유목적사업준비금은 비영리내국법인이 고유목적사업 또는 지정기부금 지출을 위해 설정합니다.,오답: 공식자료의 기준은 「고유목적사업·지정기부금」입니다.,회계업무방법 제84조 (고유목적사업준비금),고유목적사업·지정기부금,D66,D05,FOCUS,
QRC2-117,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회계·재무·결산,ACC-01,D53,금액형,3,원칙적으로 법적증빙을 수취해야 하는 지출금액 기준은?,10만원 초과,3만원 초과,1만원 초과,5만원 초과,2,정답: 3만원 초과,회계업무방법 제181조 (예외사항) 기준: 원칙적으로 3만원을 초과하는 지출은 세금계산서·계산서·신용카드매출전표·현금영수증 등 법적증빙을 수취합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「3만원 초과」입니다.,정답: 원칙적으로 3만원을 초과하는 지출은 세금계산서·계산서·신용카드매출전표·현금영수증 등 법적증빙을 수취합니다.,오답: 공식자료의 기준은 「3만원 초과」입니다.,오답: 공식자료의 기준은 「3만원 초과」입니다.,회계업무방법 제181조 (예외사항),3만원 초과,D53,D05,FOCUS,
QRC2-118,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회원·출자,MEM-01,D05,숫자형,3,금고 회원이 되기 위해 현금으로 납입해야 하는 최소 출자좌수는?,1좌,2좌,10좌,5좌,1,정답: 1좌,새마을금고법 제9조 (회원과 자본금) 기준: 회원은 출자 1좌 이상을 현금으로 납입해야 합니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,정답: 회원은 출자 1좌 이상을 현금으로 납입해야 합니다.,오답: 공식자료의 기준은 「1좌」입니다.,오답: 공식자료의 기준은 「1좌」입니다.,오답: 공식자료의 기준은 「1좌」입니다.,새마을금고법 제9조 (회원과 자본금),1좌,D05,D01,FOCUS,
QRC2-119,RELEASE_READY_V09,SOURCE_REDESIGN_V09,기관,GOV-03,D11,숫자형,3,총회를 갈음할 대의원회를 둘 수 있는 회원 수 기준은?,"1,000명 초과",100명 초과,300명 초과,500명 초과,4,정답: 500명 초과,새마을금고법 제16조 (대의원회) 기준: 회원이 500명을 초과하는 금고는 요건에 따라 총회를 갈음할 대의원회를 둘 수 있습니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「500명 초과」입니다.,오답: 공식자료의 기준은 「500명 초과」입니다.,오답: 공식자료의 기준은 「500명 초과」입니다.,정답: 회원이 500명을 초과하는 금고는 요건에 따라 총회를 갈음할 대의원회를 둘 수 있습니다.,새마을금고법 제16조 (대의원회),500명 초과,D11,D01,QUICK,
QRC2-120,RELEASE_READY_V09,SOURCE_REDESIGN_V09,임원·직원·선거,HR-01,D15,개념형,3,임원 결격사유에 해당하는 사람은 금고에서 어떤 지위가 제한되는가?,대의원,회원,직원,임원,4,정답: 임원,새마을금고법 제21조 (임원의 결격 사유) 기준: 결격사유에 해당하는 사람은 금고의 임원이 될 수 없습니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「임원」입니다.,오답: 공식자료의 기준은 「임원」입니다.,오답: 공식자료의 기준은 「임원」입니다.,정답: 결격사유에 해당하는 사람은 금고의 임원이 될 수 없습니다.,새마을금고법 제21조 (임원의 결격 사유),임원,D15,D01,FOCUS,
QRC2-121,RELEASE_READY_V09,SOURCE_REDESIGN_V09,임원·직원·선거,HR-04,D18,원칙형,3,법이 허용한 후보자의 선거운동 방법은 몇 가지인가?,4가지,3가지,5가지,2가지,1,정답: 4가지,"새마을금고법 제22조 (임원 등의 선거운동 제한) 기준: 금고 임원·대의원 선거에서 후보자에게 허용된 선거운동 방법은 선거공보, 합동연설회·공개토론회, 전화·문자·전자우편, 공개된 장소에서의 지지호소·명함배부의 4가지 유형입니다.",조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,"정답: 금고 임원·대의원 선거에서 후보자에게 허용된 선거운동 방법은 선거공보, 합동연설회·공개토론회, 전화·문자·전자우편, 공개된 장소에서의 지지호소·명함배부의 4가지 유형입니다.",오답: 공식자료의 기준은 「4가지」입니다.,오답: 공식자료의 기준은 「4가지」입니다.,오답: 공식자료의 기준은 「4가지」입니다.,새마을금고법 제22조 (임원 등의 선거운동 제한),4가지,D18,D01,FOCUS,
QRC2-122,RELEASE_READY_V09,SOURCE_REDESIGN_V09,임원·직원·선거,HR-04,D18,개념형,3,기부행위 제한에서 후보자의 범위에 포함되는 사람은?,감사위원,후보자가 되려는 사람,대의원,선거관리위원,2,정답: 후보자가 되려는 사람,새마을금고법 제22조의2 (기부행위의 제한) 기준: 기부행위 제한의 후보자에는 후보자가 되려는 사람도 포함됩니다.,조문 번호 자체보다 기간·비율·금액·주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「후보자가 되려는 사람」입니다.,정답: 기부행위 제한의 후보자에는 후보자가 되려는 사람도 포함됩니다.,오답: 공식자료의 기준은 「후보자가 되려는 사람」입니다.,오답: 공식자료의 기준은 「후보자가 되려는 사람」입니다.,새마을금고법 제22조의2 (기부행위의 제한),후보자가 되려는 사람,D18,D01,FOCUS,
